advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
SWK202	NULL	Uses systems model for examining interaction of individuals, families, cultural and social systems as well as behaviors, attitudes, values and problems related to different cultural, ethnic, sex and age groups and other populations at risk. Takes life span approach using sociological, psychological and biological knowledge to describe human growth and development, tasks and milestones. Uses systems model to describe interactions between the bio-psycho-social influences on development for each age group. Prerequisite: SWK201 or permission of instructor.	SWK  202                      	202	SWK	SWK-202	0	HUMAN BEHAVIOR/SOCIAL ENVIRONMENT	4	UG	NULL	F	4	4
SOC221	NULL	Analyzes structured social inequality and poverty in human societies. Examines historical systems of stratification based on variety of distributed social resources. Surveys social scientific explanations of stratification, commentaries on its impact on individuals and society, and competing ideologies of inequality. Prerequisite: a 100-level sociology course.	SWK  221                      	221	SWK	SWK-221	0	POWER, PRESTIGE AND POVERTY	4	UG	NULL	F	4	4
SOC221	NULL	Analyzes structured social inequality and poverty in human societies. Examines historical systems of stratification based on variety of distributed social resources. Surveys social scientific explanations of stratification, commentaries on its impact on individuals and society, and competing ideologies of inequality. Prerequisite: a 100-level sociology course.	SWK  221                      	221	SWK	SWK-221	0	POWER, PRESTIGE AND POVERTY	4	UG	NULL	F	4	4
SWK301	NULL	This course examines the generalist model of social work practice using problem solving and ecological systems frameworks for working with individuals and families. It introduces theoretical principles, focuses on the development of selfawareness and basic interviewing skills, and formulates helping strategies for work in a wide variety of problem situations and client populations.  Prerequisite: junior standing, SWK201, 202 or permission of instructor.	SWK  301                      	301	SWK	SWK-301	0	HELPING THEORIES PRACT:INDIV/FAMILY	4	UG	NULL	F	4	4
SWK301	NULL	This course examines the generalist model of social work practice using problem solving and ecological systems frameworks for working with individuals and families. It introduces theoretical principles, focuses on the development of selfawareness and basic interviewing skills, and formulates helping strategies for work in a wide variety of problem situations and client populations.  Prerequisite: junior standing, SWK201, 202 or permission of instructor.	SWK  301                      	301	SWK	SWK-301	0	HELPING THEORIES PRACT:INDIV/FAMILY	4	UG	NULL	F	4	4
SWK302	NULL	Examines role of groups in organizations, and organizational systems in communities; introduces students to both group and organizational theory and dynamics. Students learn and practice facilitation skills for psychoeducational groups, mutual aid groups, task groups, interagency teams and community meetings. Students learn and practice skills in organizational analysis, strategic planning, program development and case studies of high-impact nonprifits. Innovations in government, faith-based initiatives, cross-sector partnerships and global social change networks. Synthesizes systems framework with group and organizational theory and practice. Prerequisite: SWK201, 202 or permission of instructor.	SWK  302                      	302	SWK	SWK-302	0	THEORY&PRACT:GROUPS & ORGANIZATIONS	4	UG	NULL	F	4	4
SOC310	Y	Discusses logic of statistical analysis in social research including matters of probability and sampling. Introduces univariate descriptive measures, multivariate statistics, and logic of inference and hypothesis testing. Weekly data analysis assignments employ Statistics Package for Social Sciences.   Prerequisite: SOC101 or permission of instructor. Lab fee.	SWK  310                      	310	SWK	SWK-310	0	STATISTICS FOR SOCIAL RESEARCH	4	UG	Y	F	4	4
SOC311	NULL	Introduces logic of social scientific research. Explores different epistemological stances informing social scientific inquiry and traces methodological implications. Specific methods covered include survey research, archival research, content analysis, comparative-historical analysis, field research, participant observation and others. Requires development of independent research proposal. Prerequisite: SOC310.	SWK  311                      	311	SWK	SWK-311	0	SOCIAL RESEARCH METHODS	4	UG	NULL	F	4	4
SWK322	NULL	Examines domestic social policy issues, problems and programs in light of conflicting values, limited resources and matters of political/economic power.	SWK  322                      	322	SWK	SWK-322	0	SOCIAL POLICY AND INSTITUTIONS	4	UG	NULL	F	4	4
SWK401	Y	Explores theoretical and practical aspects of community political economy with a view toward sustainability.  Historical and contemporary efforts in community organizing and community development discussed. Explores role of community-based organizations. Prerequisites: SWK201, 202, 301, 302; Sustainable Development minors with junior or senior standing; or permission of instructor.	SWK  401                      	401	SWK	SWK-401	0	COMMUNITY AND SUSTAINABILITY	4	UG	Y	F	4	4
THT010	NULL	Monthly time set aside for department and visiting guest artists, lectures, workshops and presentations. Except when studying abroad, theartre arts majors are required to attend each semesters. Focus is upon developing skills and networks for professional theartre work. Prerequisite:major ro minor.	THT  010                      	10	THT	THT-010	0	THEATRE HOUR	0	UG	NULL	V	1	0
THT110	NULL	Geared toward students not majoring in theatre, this course explores the study and practice of acting; how actors fuse thought, emotion, and action into the truthful performance of a character. The course is designed to benefit students contemplating a career involving public communication. Core Fine Arts.	THT  110                      	110	THT	THT-110	0	ACTING FOR NON-MAJORS	2	UG	NULL	F	2	2
THT150	Y	Offers basic understanding of technical aspects of theatre production through direct involvement in mounting of Gordon�s theatrical productions. Analysis, problem solving and processes applied in areas of stage carpentry, scene painting, properties, lighting, costuming, stage management and theatrical materials. Lab fee. (Alternate years)	THT  150                      	150	THT	THT-150	0	TECHNICAL PRODUCTION I	4	UG	Y	F	4	4
THT234	NULL	Introduces all major areas of theatre, including acting, design, directing and writing. Open to all students as option for  fine arts requirement of general core and includes experience-oriented, hands-on lab time as well as reflective assignments in play analysis and performance criticism. Fulfills core Aesthetic Sensibilities and Practices theme.	THT  234                      	234	THT	THT-234	0	INTRODUCTION TO THEATRE	4	UG	NULL	F	4	4
THT240	NULL	Voice technique for actor focussing on developing life-long practice of freeing natural voice, becoming more conscious of entire self as an instrument of honest and truthful communication.	THT  240                      	240	THT	THT-240	0	VOICE STUDY	4	UG	NULL	F	4	4
THT250	Y	Continues study and application of principles of theatrical production begun in THT150, guided to greater depth of understanding and mastery of skills with emphasis on independent thinking and problem solving related to projects for specific productions. Prerequisite: THT150. Lab fee.(Alternate years)	THT  250                      	250	THT	THT-250	0	TECHNICAL PRODUCTION II	4	UG	Y	V	4	4
THT275	Y	Introduces basic skills of singer-actor through classroom exercises, games and rehearsal techniques. Students cultivate performance skills in workshop environment, enhance critical eye and constructive coaching abilities and expand appreciation of musical theatre genre.	THT  275                      	275	THT	THT-275	0	MUSICAL THEATRE	4	UG	Y	F	4	4
THT310	NULL	Examines in depth great periods, writers and representative plays of Ancient Greece through turn of 20th century, analyzing social and cultural context, thematic concerns and dramaturgical styles of major theatrical movements. While primarily focused on development of Western literature, some Eastern and African origins, literature and styles also explored. (Alternate years.)	THT  310                      	310	THT	THT-310	0	THEATRE HISTORY I: AESCHYLUS--ZOLA	4	UG	NULL	F	4	4
THT410	NULL	Studies fundamentals of directing including blocking, character analysis, script interpretation, securing rights, organizing and preparing budgets, exploring director/actor and director/designer relationships, articulating directorial concept and developing directorial perspective and process. Prerequisites: THT150, 234, 235, 250, 310 and 320. (Alternate years.)	THT  410                      	410	THT	THT-410	0	DIRECTING	4	UG	NULL	F	4	4
